energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.636,174.14,0.695,latin,-4.654,0.081,0.575,"Shakira, Rauw Alejandro",4,0.317,70,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,Te Felicito,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,2rurDawMfoKP4uHyb2kJBt,Te Felicito,2022.0,0.0,6gQKAYf3TJM9sppw3AtbHH,1,5,172235,0.234,2rurDawMfoKP4uHyb2kJBt,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.149,82.019,0.485,electronic,-20.394,0.102,0.112,".diedlonely, énouement",4,0.0282,70,https://api.spotify.com/v1/tracks/2PpYJcgJN6PzozUv7rU669,spotify:track:2PpYJcgJN6PzozUv7rU669,stellar,Vaporwave Essentials,https://api.spotify.com/v1/audio-analysis/2PpYJcgJN6PzozUv7rU669,2PpYJcgJN6PzozUv7rU669,stellar,2023.0,0.917,4gF0aKdd26DsLMbDcLdJdc,0,8,99672,0.886,2PpYJcgJN6PzozUv7rU669,vaporwave,audio_features,37i9dQZF1EIdOtkojz5FWw
0.316,118.582,0.398,pop,-7.031,0.295,0.174,Andra Day,4,0.0368,70,https://api.spotify.com/v1/tracks/0tV8pOpiNsKqUys0ilUcXz,spotify:track:0tV8pOpiNsKqUys0ilUcXz,Cheers to the Fall,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/0tV8pOpiNsKqUys0ilUcXz,0tV8pOpiNsKqUys0ilUcXz,Rise Up,2015.0,0.0,6Blubl1glavmervPJa3QVs,1,1,253342,0.805,0tV8pOpiNsKqUys0ilUcXz,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.766,93.956,0.737,latin,-4.242,0.114,0.662,"Bad Bunny, Yaviah",4,0.0458,70,https://api.spotify.com/v1/tracks/4j4w4CXm6BSr0s25wAWrrX,spotify:track:4j4w4CXm6BSr0s25wAWrrX,YHLQMDLG,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/4j4w4CXm6BSr0s25wAWrrX,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,2020.0,6.63e-06,5lJqux7orBlA1QzyiBGti1,0,10,196500,0.31,4j4w4CXm6BSr0s25wAWrrX,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.707,104.027,0.849,ambient,-6.002,0.618,0.602,"Wizkid, Tems",4,0.113,70,https://api.spotify.com/v1/tracks/5FG7Tl93LdH117jEKYl3Cm,spotify:track:5FG7Tl93LdH117jEKYl3Cm,Made In Lagos,Meditative Vibes,https://api.spotify.com/v1/audio-analysis/5FG7Tl93LdH117jEKYl3Cm,5FG7Tl93LdH117jEKYl3Cm,Essence (feat. Tems),2020.0,8.58e-06,6HpMdN52TfJAwVbmkrFeBN,1,0,248040,0.0266,5FG7Tl93LdH117jEKYl3Cm,meditative,audio_features,3kEpLybbAlVUVimW5Evijb
0.848,179.87,0.685,latin,-4.561,0.0783,0.761,Bad Bunny,4,0.0858,70,https://api.spotify.com/v1/tracks/6NfrH0ANGmgBXyxgV2PeXt,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,YHLQMDLG,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/6NfrH0ANGmgBXyxgV2PeXt,6NfrH0ANGmgBXyxgV2PeXt,La Difícil,2020.0,7.14e-06,5lJqux7orBlA1QzyiBGti1,0,8,163084,0.0861,6NfrH0ANGmgBXyxgV2PeXt,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.617,168.021,0.713,latin,-4.637,0.0962,0.682,"Myke Towers, Juhn",4,0.0887,70,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,Bandido,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb,1xK1Gg9SxG8fy2Ya373oqb,Bandido,2020.0,0.0,5sIyJyOgwEIOgBhLxIGG3t,1,8,232853,0.122,1xK1Gg9SxG8fy2Ya373oqb,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.543,139.929,0.84,latin,-4.941,0.128,0.74,"Ovy On The Drums, Beéle",4,0.0568,70,https://api.spotify.com/v1/tracks/0OTtnwUO8natNWSwdZvXVF,spotify:track:0OTtnwUO8natNWSwdZvXVF,Inolvidable,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/0OTtnwUO8natNWSwdZvXVF,0OTtnwUO8natNWSwdZvXVF,Inolvidable,2020.0,0.0,3MdsEVhC9AMtDTXB8n2yXI,1,0,225812,0.678,0OTtnwUO8natNWSwdZvXVF,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.588,114.929,0.712,hip-hop,-5.332,0.21,0.471,Lil Tecca,4,0.0543,70,https://api.spotify.com/v1/tracks/00n83h3zn2IrySO4Q4aTrG,spotify:track:00n83h3zn2IrySO4Q4aTrG,TEC (Bonus),Melodic Rap,https://api.spotify.com/v1/audio-analysis/00n83h3zn2IrySO4Q4aTrG,00n83h3zn2IrySO4Q4aTrG,Down With Me,2024.0,0.0,0pVQ3KO4jjqdeWJUrrkkWp,0,9,120035,0.112,00n83h3zn2IrySO4Q4aTrG,melodic,audio_features,37i9dQZF1EIgLJJI0PCAq9
0.128,159.679,0.599,ambient,-17.261,0.115,0.367,Billie Eilish,4,0.109,70,https://api.spotify.com/v1/tracks/4HOryCnbme0zBnF8LWij3f,spotify:track:4HOryCnbme0zBnF8LWij3f,Happier Than Ever,Dark Academia,https://api.spotify.com/v1/audio-analysis/4HOryCnbme0zBnF8LWij3f,4HOryCnbme0zBnF8LWij3f,Getting Older,2021.0,0.121,0JGOiO34nwfUdDrD612dOp,1,10,244221,0.974,4HOryCnbme0zBnF8LWij3f,academic,audio_features,6JH5nqQdmdNPuwEoCImWnj
0.706,88.863,0.635,latin,-3.224,0.108,0.443,"KAROL G, Mariah Angeliq",4,0.125,70,https://api.spotify.com/v1/tracks/2FSGUA0gFgGeQdprjtGM2M,spotify:track:2FSGUA0gFgGeQdprjtGM2M,KG0516,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/2FSGUA0gFgGeQdprjtGM2M,2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,2021.0,0.0,5CS8E6JVACItYto4OOJoPW,0,5,209160,0.256,2FSGUA0gFgGeQdprjtGM2M,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.791,122.085,0.571,electronic,-5.935,0.0612,0.585,"Kygo, Zak Abel, Nile Rodgers",4,0.0741,70,https://api.spotify.com/v1/tracks/4QfikoJtCEiOj7G5R9m3sP,spotify:track:4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),Tropical House,https://api.spotify.com/v1/audio-analysis/4QfikoJtCEiOj7G5R9m3sP,4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),2024.0,0.0,2Cqf3izEp75CqTKgul5Mi1,1,1,175803,0.0494,4QfikoJtCEiOj7G5R9m3sP,tropical,audio_features,37i9dQZF1DX0AMssoUKCz7
0.673,181.891,0.655,latin,-5.98,0.0753,0.342,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",4,0.308,70,https://api.spotify.com/v1/tracks/17I27VXKtqXJHL6ReaG0eS,spotify:track:17I27VXKtqXJHL6ReaG0eS,Yo Te Quiero Pa Mi,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/17I27VXKtqXJHL6ReaG0eS,17I27VXKtqXJHL6ReaG0eS,Hola - Remix,2022.0,0.0,2xscWVWifSGkfqPmqC122O,0,0,249520,0.473,17I27VXKtqXJHL6ReaG0eS,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.763,101.965,0.72,pop,-4.068,0.18,0.742,"Clean Bandit, Sean Paul, Anne-Marie",4,0.0523,70,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Throwback Party,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),2016.0,0.0,3meZFplbMmji648oWUNEfQ,0,9,251088,0.406,5knuzwU65gJK7IF5yJsuaW,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.748,125.896,0.503,electronic,-4.124,0.343,0.356,"Alesso, Tove Lo",4,0.0619,70,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77,spotify:track:3zU9rdflI65tK4dkkNSp77,Forever,EDM Hits,https://api.spotify.com/v1/audio-analysis/3zU9rdflI65tK4dkkNSp77,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),2015.0,0.0,0tRVSbmOwilUucqjzU0fQw,1,5,210013,0.0305,3zU9rdflI65tK4dkkNSp77,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.792,116.012,0.979,pop,-2.784,0.102,0.583,Vanilla Ice,4,0.0388,70,https://api.spotify.com/v1/tracks/3XVozq1aeqsJwpXrEZrDJ9,spotify:track:3XVozq1aeqsJwpXrEZrDJ9,Vanilla Ice Is Back! - Hip Hop Classics,Throwback Party,https://api.spotify.com/v1/audio-analysis/3XVozq1aeqsJwpXrEZrDJ9,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,2008.0,7.71e-06,20O6lfaDAoMhUj5TAvVbb6,1,2,254467,0.0025,3XVozq1aeqsJwpXrEZrDJ9,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.547,138.05,0.92,hip-hop,-4.98,0.0998,0.606,Lil Yachty,4,0.272,70,https://api.spotify.com/v1/tracks/5vDNippoMr52KpXBO9b9KQ,spotify:track:5vDNippoMr52KpXBO9b9KQ,Lil Boat 3.5,Gangster Rap,https://api.spotify.com/v1/audio-analysis/5vDNippoMr52KpXBO9b9KQ,5vDNippoMr52KpXBO9b9KQ,Coffin,2020.0,1.45e-06,6ufaA5YvSGK3E9KnRFYvvo,0,6,89536,0.0241,5vDNippoMr52KpXBO9b9KQ,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.631,129.902,0.807,hip-hop,-4.883,0.117,0.126,"Trap Capos, Noriel, Anuel AA, Baby Rasta",4,0.111,70,https://api.spotify.com/v1/tracks/62NeZ2Vtrz5HgtQibleMNs,spotify:track:62NeZ2Vtrz5HgtQibleMNs,Trap Capos: Season 1,Trap,https://api.spotify.com/v1/audio-analysis/62NeZ2Vtrz5HgtQibleMNs,62NeZ2Vtrz5HgtQibleMNs,Diablita (feat. Anuel AA & Baby Rasta),2016.0,0.0,74vYzfJqytyzhahNopSwtg,1,8,213613,0.407,62NeZ2Vtrz5HgtQibleMNs,trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.631,121.854,0.772,hip-hop,-5.082,0.129,0.433,"Offset, Travis Scott",4,0.0431,70,https://api.spotify.com/v1/tracks/2Gk6fi0dqt91NKvlzGsmm7,spotify:track:2Gk6fi0dqt91NKvlzGsmm7,SET IT OFF,Gangster Rap,https://api.spotify.com/v1/audio-analysis/2Gk6fi0dqt91NKvlzGsmm7,2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),2023.0,0.0,1D1hLipjrdB6pnxurMtC3E,1,10,173253,0.0648,2Gk6fi0dqt91NKvlzGsmm7,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.642,111.907,0.65,hip-hop,-5.332,0.0855,0.186,Lil Baby,4,0.04,70,https://api.spotify.com/v1/tracks/6afQ4fJDJ9QqU5BKIH99Ej,spotify:track:6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,RapCaviar,https://api.spotify.com/v1/audio-analysis/6afQ4fJDJ9QqU5BKIH99Ej,6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,2024.0,0.0,2g28Q65tnnBD8TaCAFpdQi,1,2,127154,0.00502,6afQ4fJDJ9QqU5BKIH99Ej,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.128,109.986,0.522,lofi,-18.717,0.0941,0.124,"Kina, Adriana Proenza",4,0.0357,70,https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne,spotify:track:58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Lofi Hip Hop,https://api.spotify.com/v1/audio-analysis/58wyJLv6yH1La9NIZPl3ne,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,2018.0,0.026,0MGcjBIFcL2qaCrgGjIGFb,1,4,187932,0.894,58wyJLv6yH1La9NIZPl3ne,hip-hop,audio_features,3BOxfexQyBa1tsEZ1tJFVQ
0.809,116.015,0.732,electronic,-7.264,0.0642,0.253,Stromae,4,0.0878,70,https://api.spotify.com/v1/tracks/34dx8DACTJsc3rsJdaEIQw,spotify:track:34dx8DACTJsc3rsJdaEIQw,racine carrée,French Touch,https://api.spotify.com/v1/audio-analysis/34dx8DACTJsc3rsJdaEIQw,34dx8DACTJsc3rsJdaEIQw,Papaoutai,2013.0,0.0,6uyslsVGFsHKzdGUosFwBM,0,10,232147,0.0266,34dx8DACTJsc3rsJdaEIQw,french,audio_features,58zteW83Lvl8e158fCCFVN
0.69,106.034,0.799,latin,-7.252,0.143,0.682,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",4,0.1,70,https://api.spotify.com/v1/tracks/0GmiGIxXDNrePrHBpijYDp,spotify:track:0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/0GmiGIxXDNrePrHBpijYDp,0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,2018.0,0.001,7v95vtyP4yh88N5fx5rYdB,1,7,352442,0.282,0GmiGIxXDNrePrHBpijYDp,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.506,133.403,0.469,korean,-6.283,0.102,0.217,ECLIPSE,4,0.0291,70,https://api.spotify.com/v1/tracks/1OhIn0L6iofnk5bjalWfHq,spotify:track:1OhIn0L6iofnk5bjalWfHq,"Lovely Runner, Pt. 1 (Original Soundtrack)",K-Drama OSTs,https://api.spotify.com/v1/audio-analysis/1OhIn0L6iofnk5bjalWfHq,1OhIn0L6iofnk5bjalWfHq,Sudden Shower,2024.0,0.0,0yaxMWGvOI7jSirSsKQj37,1,0,233031,0.587,1OhIn0L6iofnk5bjalWfHq,drama,audio_features,37i9dQZF1DWUXxc8Mc6MmJ
0.656,120.001,0.685,turkish,-8.028,0.318,0.556,Semicenk,4,0.0411,70,https://api.spotify.com/v1/tracks/2crO2eSwgjOoAanagD2sFc,spotify:track:2crO2eSwgjOoAanagD2sFc,Geçiyor Zaman,Turkish Pop,https://api.spotify.com/v1/audio-analysis/2crO2eSwgjOoAanagD2sFc,2crO2eSwgjOoAanagD2sFc,Kader Sağ Olsun,2024.0,0.0,0flBR9Gz8N0UXPplEbrP1p,0,7,172000,0.702,2crO2eSwgjOoAanagD2sFc,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.949,129.984,0.554,metal,-4.928,0.2,0.233,Avenged Sevenfold,4,0.0787,70,https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,Nightmare,Metal Essentials,https://api.spotify.com/v1/audio-analysis/4UEo1b0wWrtHMC8bVqPiH8,4UEo1b0wWrtHMC8bVqPiH8,Nightmare,2010.0,9.98e-05,7vfuTRXIAYJz5Uc8SddnTr,1,2,374453,0.000318,4UEo1b0wWrtHMC8bVqPiH8,classic,audio_features,37i9dQZF1DWWOaP4H0w5b0
0.473,152.88,0.591,soul,-8.122,0.108,0.451,Daniel Caesar,4,0.0708,70,https://api.spotify.com/v1/tracks/3ym8ajVmKm6Fybgov3WBI5,spotify:track:3ym8ajVmKm6Fybgov3WBI5,NEVER ENOUGH,Soul Coffee,https://api.spotify.com/v1/audio-analysis/3ym8ajVmKm6Fybgov3WBI5,3ym8ajVmKm6Fybgov3WBI5,Let Me Go,2023.0,0.00334,7ivbFszr1TbVadj89BIy1y,0,7,216524,0.694,3ym8ajVmKm6Fybgov3WBI5,classic,audio_features,37i9dQZF1DXaXDsfv6nvZ5
0.78,134.937,0.724,hip-hop,-5.407,0.139,0.72,"Central Cee, JRK 19",5,0.354,70,https://api.spotify.com/v1/tracks/14DLZ9FaTofhnXBiV38axE,spotify:track:14DLZ9FaTofhnXBiV38axE,Bolide Noir,French Rap Classics,https://api.spotify.com/v1/audio-analysis/14DLZ9FaTofhnXBiV38axE,14DLZ9FaTofhnXBiV38axE,Bolide Noir,2024.0,0.0,6ujcbx6rGcYFkLw6epuWHW,0,1,170800,0.294,14DLZ9FaTofhnXBiV38axE,french,audio_features,6OYaw7arTfoGEHpGdItkLQ
0.65,129.993,0.727,blues,-5.357,0.111,0.668,Ne-Yo,4,0.0337,70,https://api.spotify.com/v1/tracks/6Hn9Uc1mMNfqChXU3txNke,spotify:track:6Hn9Uc1mMNfqChXU3txNke,Year Of The Gentleman (Bonus Track Edition),Classic Blues,https://api.spotify.com/v1/audio-analysis/6Hn9Uc1mMNfqChXU3txNke,6Hn9Uc1mMNfqChXU3txNke,Mad,2008.0,0.0,6dTn9vJSxVTIGm4Cu5dH4x,1,0,254533,0.662,6Hn9Uc1mMNfqChXU3txNke,classic,audio_features,5arFyak5nEhUf9kpsssXxT
0.819,110.14,0.726,afrobeats,-7.094,0.27,0.636,Young Jonn,4,0.106,70,https://api.spotify.com/v1/tracks/4KZMoDuxwSYP63bhbnMqe3,spotify:track:4KZMoDuxwSYP63bhbnMqe3,Jiggy Forever,African Heat,https://api.spotify.com/v1/audio-analysis/4KZMoDuxwSYP63bhbnMqe3,4KZMoDuxwSYP63bhbnMqe3,Stronger,2024.0,9.65e-05,6xr2tWr8pg5ndECtOD66lp,1,8,141818,0.477,4KZMoDuxwSYP63bhbnMqe3,african,audio_features,37i9dQZF1DWYkaDif7Ztbp
0.808,117.971,0.493,rock,-3.365,0.0983,0.38,Linkin Park,4,0.0362,70,https://api.spotify.com/v1/tracks/6Wx88Mv6b9ofjKMKkdwOJd,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,Transformers: Revenge Of The Fallen The Album,Alternative Rock,https://api.spotify.com/v1/audio-analysis/6Wx88Mv6b9ofjKMKkdwOJd,6Wx88Mv6b9ofjKMKkdwOJd,New Divide,2009.0,0.0,1fqibtpI0bwD73uQGeEnhn,0,5,268613,0.000235,6Wx88Mv6b9ofjKMKkdwOJd,alternative,audio_features,4q2NzGlz5Nn6kB6Dh2vBKX
0.316,127.823,0.625,folk,-12.124,0.194,0.452,Colter Wall,4,0.0815,70,https://api.spotify.com/v1/tracks/43UV5Uk0ntzH6MP8Rx1RKh,spotify:track:43UV5Uk0ntzH6MP8Rx1RKh,Imaginary Appalachia,American Folk,https://api.spotify.com/v1/audio-analysis/43UV5Uk0ntzH6MP8Rx1RKh,43UV5Uk0ntzH6MP8Rx1RKh,The Devil Wears a Suit and Tie,2015.0,0.238,6kV0NSYFjIMVgkhWRDI0bS,0,6,236027,0.777,43UV5Uk0ntzH6MP8Rx1RKh,american,audio_features,37i9dQZF1EIf7CddUmF8UH
0.59,86.429,0.711,brazilian,-5.967,0.0798,0.702,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",5,0.271,70,https://api.spotify.com/v1/tracks/24R0oyjvhV4HIFFvoK3XkP,spotify:track:24R0oyjvhV4HIFFvoK3XkP,Baile do Bruxo (DELUXE),Brazilian Funk,https://api.spotify.com/v1/audio-analysis/24R0oyjvhV4HIFFvoK3XkP,24R0oyjvhV4HIFFvoK3XkP,TUMBÁTUM,2023.0,1.83e-06,0S3pM5Z9LfLBU6IdYFJxiA,0,6,121384,0.26,24R0oyjvhV4HIFFvoK3XkP,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.798,86.638,0.509,hip-hop,-4.472,0.203,0.48,Karan Aujla,4,0.235,70,https://api.spotify.com/v1/tracks/3lQPwCmD918SyoiIkw1zqx,spotify:track:3lQPwCmD918SyoiIkw1zqx,Sifar Safar,Desi Hip-Hop,https://api.spotify.com/v1/audio-analysis/3lQPwCmD918SyoiIkw1zqx,3lQPwCmD918SyoiIkw1zqx,Sifar Safar,2024.0,0.0,3QNOBqIMylNpZXZ8OtFoC2,1,2,180345,0.00625,3lQPwCmD918SyoiIkw1zqx,desi,audio_features,37i9dQZF1DX2RahGIyQXcJ
0.572,88.041,0.742,hip-hop,-8.163,0.318,0.644,Shubh,4,0.0743,70,https://api.spotify.com/v1/tracks/5BQePe9rcCJozHK3oPayYk,spotify:track:5BQePe9rcCJozHK3oPayYk,MVP,Desi Hip-Hop,https://api.spotify.com/v1/audio-analysis/5BQePe9rcCJozHK3oPayYk,5BQePe9rcCJozHK3oPayYk,MVP,2024.0,0.00428,5oCCfkVCpkSUhBUXe0pyJF,0,7,196898,0.391,5BQePe9rcCJozHK3oPayYk,desi,audio_features,37i9dQZF1DX2RahGIyQXcJ
0.946,150.141,0.804,hip-hop,-5.949,0.359,0.745,Key Glock,4,0.352,70,https://api.spotify.com/v1/tracks/1ipSpQfzBbhPFhYm6tfVIz,spotify:track:1ipSpQfzBbhPFhYm6tfVIz,Yellow Tape,Gangster Rap,https://api.spotify.com/v1/audio-analysis/1ipSpQfzBbhPFhYm6tfVIz,1ipSpQfzBbhPFhYm6tfVIz,Mr. Glock,2020.0,0.0,12GZ5ewBjyylguigbdmqJ9,1,7,146880,0.002,1ipSpQfzBbhPFhYm6tfVIz,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.542,135.14,0.926,hip-hop,-5.064,0.0877,0.564,"Lil Baby, 42 Dugg",4,0.293,70,https://api.spotify.com/v1/tracks/6gxKUmycQX7uyMwJcweFjp,spotify:track:6gxKUmycQX7uyMwJcweFjp,My Turn (Deluxe),Trap,https://api.spotify.com/v1/audio-analysis/6gxKUmycQX7uyMwJcweFjp,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),2020.0,0.0,6uhEg4ASZYLIilZFCBFy1r,1,1,181929,0.135,6gxKUmycQX7uyMwJcweFjp,trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.509,157.94,0.662,hip-hop,-9.159,0.266,0.549,"Lil Yachty, Veeze",4,0.322,70,https://api.spotify.com/v1/tracks/4lwfqyQXSDJ7kELpMErMih,spotify:track:4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,RapCaviar,https://api.spotify.com/v1/audio-analysis/4lwfqyQXSDJ7kELpMErMih,4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,2024.0,0.0,2Wu6YPeXdwiyqV5YulLf1W,1,1,136709,0.247,4lwfqyQXSDJ7kELpMErMih,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.682,167.06,0.496,punk,-4.095,0.0589,0.474,Green Day,4,0.0294,70,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,spotify:track:5GorCbAP4aL0EJ16frG2hd,Greatest Hits: God's Favorite Band,Pop Punk Powerhouses,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,2017.0,2.94e-05,3id4t9IqRoB1f1smOERtrY,1,8,262333,0.00552,5GorCbAP4aL0EJ16frG2hd,pop punk,audio_features,72GgLgQ63eUHG3CyCv42Ju
0.827,129.949,0.956,brazilian,1.295,0.423,0.614,"Mc Delux, DJ Guih Da ZO",4,0.222,70,https://api.spotify.com/v1/tracks/7snnTlaWaN39nfN1PhUaT8,spotify:track:7snnTlaWaN39nfN1PhUaT8,Se Voce Nao Quer Passa a Vez,Brazilian Funk,https://api.spotify.com/v1/audio-analysis/7snnTlaWaN39nfN1PhUaT8,7snnTlaWaN39nfN1PhUaT8,Se Voce Nao Quer Passa a Vez,2022.0,0.000259,7mSEULBduMtsKcy7w7QgWk,1,9,133846,0.136,7snnTlaWaN39nfN1PhUaT8,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",4,0.0257,70,https://api.spotify.com/v1/tracks/3W2ZcrRsInZbjWylOi6KhZ,spotify:track:3W2ZcrRsInZbjWylOi6KhZ,Settle (Special Edition),EDM Hits,https://api.spotify.com/v1/audio-analysis/3W2ZcrRsInZbjWylOi6KhZ,3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,2013.0,0.000107,7bdjtx1RTkWoSoOaIl7a8E,0,10,282813,0.378,3W2ZcrRsInZbjWylOi6KhZ,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.833,129.885,0.551,electronic,-5.217,0.0632,0.145,"Armin van Buuren, Trevor Guthrie",5,0.03,70,https://api.spotify.com/v1/tracks/5GjnIpUlLGEIYk052ISOw9,spotify:track:5GjnIpUlLGEIYk052ISOw9,Intense,EDM Hits,https://api.spotify.com/v1/audio-analysis/5GjnIpUlLGEIYk052ISOw9,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,2013.0,2.77e-06,5ZsK5SUsZilbAJ4B0vRVxF,1,8,204360,0.0391,5GjnIpUlLGEIYk052ISOw9,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.0823,67.238,0.252,electronic,-27.338,0.0857,0.0381,leadwave,4,0.0344,70,https://api.spotify.com/v1/tracks/4VkRQSpG16JxrXaVlNyWdX,spotify:track:4VkRQSpG16JxrXaVlNyWdX,memories,Vaporwave Essentials,https://api.spotify.com/v1/audio-analysis/4VkRQSpG16JxrXaVlNyWdX,4VkRQSpG16JxrXaVlNyWdX,memories,2022.0,0.928,1W7locJBenHBGz0Z8OzBcq,1,5,86320,0.951,4VkRQSpG16JxrXaVlNyWdX,vaporwave,audio_features,37i9dQZF1EIdOtkojz5FWw
0.624,170.076,0.505,folk,-6.526,0.314,0.413,Noah Kahan,4,0.0373,70,https://api.spotify.com/v1/tracks/0jkzxxDG8z3Y5OmfNl1VM0,spotify:track:0jkzxxDG8z3Y5OmfNl1VM0,Stick Season,Indie Folk,https://api.spotify.com/v1/audio-analysis/0jkzxxDG8z3Y5OmfNl1VM0,0jkzxxDG8z3Y5OmfNl1VM0,Homesick,2022.0,1.06e-05,50ZenUP4O2Q5eCy2NRNvuz,1,6,194417,0.0253,0jkzxxDG8z3Y5OmfNl1VM0,indie,audio_features,37i9dQZF1EIfjV34mXjFem
0.836,96.993,0.746,latin,-4.336,0.116,0.874,"Becky G, Bad Bunny",4,0.0445,70,https://api.spotify.com/v1/tracks/2AY1UAimvTqjJC8vDJsOyy,spotify:track:2AY1UAimvTqjJC8vDJsOyy,MALA SANTA,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/2AY1UAimvTqjJC8vDJsOyy,2AY1UAimvTqjJC8vDJsOyy,Mayores,2019.0,0.00291,13MHW8hoLFjX7SaVEVmj3X,0,5,203187,0.145,2AY1UAimvTqjJC8vDJsOyy,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
